,0,1,2,3,4
1920-1929,0.29,0.113,0.145,0.048,0.403
1930-1939,0.542,0.125,0.146,0.01,0.177
1940-1949,0.482,0.167,0.154,0.007,0.191
1950-1959,0.464,0.125,0.191,0.0,0.219
1960-1969,0.195,0.245,0.313,0.004,0.244
1970-1979,0.07,0.305,0.344,0.002,0.28
1980-1989,0.032,0.313,0.337,0.002,0.317
1990-1999,0.011,0.35,0.31,0.002,0.327
2000-2009,0.005,0.377,0.312,0.0,0.306
2010-2019,0.003,0.391,0.311,0.0,0.295
2020-2029,0.0,0.426,0.328,0.0,0.246
Total,0.062,0.327,0.315,0.002,0.294
