,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.358,0.001,0.119,0.001,0.021,0.059,0.002,0.0,0.0,0.055,0.047,0.103,0.0,0.0,0.0,0.011,0.001,0.032,0.0,0.004,0.029,0.0,0.084,0.0,0.0,0.001,0.0,0.002,0.002,0.011,0.001,0.011,0.0,0.0,0.001,0.0,0.005,0.006,0.0,0.001,0.009,0.0,0.0,0.002,0.009,0.005,0.005,0.002,0.0,0.0
1930-1939,0.258,0.001,0.187,0.001,0.05,0.075,0.002,0.0,0.001,0.062,0.053,0.098,0.0,0.0,0.0,0.007,0.001,0.03,0.0,0.003,0.029,0.0,0.061,0.0,0.001,0.0,0.001,0.001,0.003,0.008,0.0,0.011,0.0,0.001,0.001,0.001,0.001,0.009,0.0,0.0,0.013,0.001,0.001,0.004,0.006,0.008,0.011,0.001,0.0,0.0
1940-1949,0.244,0.003,0.16,0.005,0.08,0.096,0.013,0.001,0.004,0.05,0.052,0.046,0.003,0.003,0.001,0.007,0.002,0.032,0.001,0.005,0.031,0.002,0.042,0.001,0.001,0.003,0.001,0.003,0.01,0.012,0.004,0.015,0.001,0.001,0.002,0.0,0.004,0.017,0.0,0.004,0.009,0.001,0.002,0.005,0.004,0.005,0.008,0.004,0.001,0.0
1950-1959,0.182,0.004,0.092,0.005,0.115,0.116,0.013,0.003,0.003,0.07,0.037,0.044,0.004,0.002,0.001,0.015,0.004,0.048,0.002,0.005,0.041,0.002,0.036,0.001,0.001,0.003,0.001,0.006,0.015,0.015,0.003,0.021,0.003,0.001,0.005,0.002,0.012,0.016,0.001,0.005,0.013,0.0,0.001,0.007,0.011,0.005,0.007,0.003,0.001,0.001
1960-1969,0.108,0.016,0.049,0.023,0.079,0.074,0.032,0.008,0.027,0.048,0.035,0.02,0.012,0.009,0.004,0.034,0.014,0.038,0.007,0.012,0.038,0.006,0.021,0.006,0.007,0.013,0.004,0.012,0.019,0.025,0.016,0.022,0.012,0.009,0.021,0.009,0.023,0.021,0.004,0.011,0.01,0.006,0.008,0.009,0.007,0.006,0.004,0.005,0.002,0.001
1970-1979,0.048,0.034,0.022,0.046,0.045,0.025,0.047,0.018,0.05,0.022,0.022,0.008,0.026,0.026,0.011,0.025,0.033,0.018,0.016,0.021,0.022,0.012,0.008,0.012,0.011,0.026,0.012,0.024,0.021,0.02,0.031,0.018,0.023,0.014,0.031,0.022,0.029,0.019,0.014,0.017,0.01,0.009,0.008,0.005,0.005,0.003,0.002,0.005,0.003,0.0
1980-1989,0.029,0.054,0.013,0.057,0.044,0.012,0.047,0.028,0.052,0.013,0.02,0.003,0.032,0.032,0.022,0.034,0.028,0.014,0.024,0.025,0.011,0.025,0.004,0.031,0.019,0.026,0.015,0.025,0.021,0.01,0.03,0.017,0.023,0.013,0.025,0.024,0.016,0.014,0.013,0.014,0.009,0.009,0.005,0.007,0.003,0.002,0.001,0.002,0.004,0.0
1990-1999,0.011,0.085,0.013,0.071,0.015,0.006,0.044,0.051,0.039,0.007,0.008,0.003,0.039,0.042,0.024,0.029,0.03,0.011,0.03,0.029,0.011,0.033,0.003,0.043,0.025,0.026,0.018,0.023,0.021,0.012,0.022,0.016,0.018,0.027,0.014,0.023,0.009,0.01,0.013,0.013,0.004,0.012,0.006,0.004,0.001,0.001,0.001,0.0,0.003,0.0
2000-2009,0.006,0.12,0.007,0.069,0.011,0.004,0.041,0.078,0.033,0.003,0.005,0.003,0.035,0.035,0.041,0.021,0.026,0.007,0.037,0.034,0.005,0.033,0.002,0.039,0.042,0.028,0.037,0.015,0.019,0.007,0.012,0.008,0.021,0.023,0.012,0.009,0.007,0.01,0.014,0.013,0.002,0.011,0.007,0.003,0.001,0.001,0.0,0.0,0.003,0.0
2010-2019,0.006,0.137,0.013,0.062,0.011,0.003,0.028,0.09,0.029,0.002,0.004,0.001,0.03,0.035,0.075,0.008,0.025,0.002,0.048,0.028,0.002,0.065,0.001,0.023,0.033,0.02,0.043,0.02,0.015,0.006,0.014,0.009,0.015,0.018,0.009,0.006,0.006,0.007,0.011,0.015,0.002,0.011,0.006,0.002,0.0,0.0,0.0,0.001,0.001,0.0
2020-2029,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.031,0.031,0.0,0.0,0.0,0.047,0.0,0.172,0.0,0.0,0.016,0.094,0.047,0.0,0.078,0.0,0.0,0.062,0.016,0.062,0.0,0.016,0.031,0.016,0.016,0.016,0.016,0.0,0.016,0.0,0.0,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.106,0.048,0.058,0.037,0.047,0.043,0.03,0.029,0.028,0.031,0.026,0.027,0.02,0.02,0.019,0.021,0.019,0.022,0.018,0.018,0.021,0.018,0.022,0.017,0.015,0.016,0.014,0.015,0.016,0.013,0.016,0.015,0.013,0.012,0.014,0.011,0.013,0.014,0.008,0.01,0.008,0.007,0.005,0.005,0.005,0.003,0.003,0.003,0.002,0.0
