,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,8,0,0,0,0,5,0,0,0,3,1,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1930-1939,12,0,1,0,4,1,0,0,0,4,1,12,0,0,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,27,1,7,7,3,13,3,0,2,1,5,6,2,0,0,1,3,1,0,3,4,1,3,1,0,1,0,0,1,0,9,3,4,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0
1950-1959,64,3,22,3,27,43,6,2,0,9,14,20,1,2,0,5,2,9,0,0,23,1,8,0,0,0,2,0,4,12,0,10,0,0,2,0,3,4,0,0,3,0,1,1,1,5,0,4,0,1
1960-1969,91,11,23,17,30,72,27,8,21,22,26,16,15,5,5,32,11,29,6,13,27,8,15,5,4,12,3,17,12,16,18,19,11,12,12,10,31,13,4,10,11,3,7,2,7,5,2,7,3,1
1970-1979,58,57,31,81,32,34,68,32,83,22,23,11,44,42,19,53,31,28,22,37,25,25,9,34,35,39,14,39,26,38,50,29,39,34,29,40,69,17,31,18,18,10,15,9,8,2,3,9,3,0
1980-1989,53,162,42,127,76,34,123,59,127,17,29,10,75,79,60,83,76,42,50,54,18,54,21,79,85,69,39,63,49,17,63,41,77,57,35,59,49,23,51,30,13,25,26,9,7,3,2,6,14,2
1990-1999,50,324,42,236,41,22,147,207,150,18,35,10,134,114,151,112,104,30,124,92,28,88,4,116,106,90,78,97,106,49,76,47,79,122,53,131,39,37,71,44,21,30,20,10,6,2,2,2,15,0
2000-2009,40,495,18,276,23,13,135,293,114,21,18,10,140,144,170,69,103,18,158,103,15,114,4,98,192,89,164,72,59,29,54,30,75,94,40,39,30,24,124,49,12,34,19,10,3,4,1,4,11,0
2010-2019,12,389,33,148,26,16,99,250,72,8,8,10,78,88,128,28,67,4,120,65,6,110,4,58,113,57,142,49,44,11,32,25,38,51,32,15,10,15,74,32,6,29,7,1,1,2,0,2,3,0
2020-2029,0,1,0,3,1,0,1,4,1,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
Total,415,1443,219,898,263,253,609,855,570,125,160,124,489,475,536,385,397,165,480,369,148,401,71,391,536,357,442,338,302,172,303,204,323,371,203,294,232,138,359,185,84,132,95,42,33,23,10,35,49,4
