,0,1,2,3,4,5,6,7,8,9
1920-1929,0.042,0.047,0.045,0.075,0.128,0.028,0.066,0.355,0.162,0.052
1930-1939,0.045,0.048,0.045,0.067,0.133,0.028,0.076,0.271,0.231,0.055
1940-1949,0.057,0.051,0.057,0.076,0.121,0.032,0.07,0.241,0.225,0.069
1950-1959,0.086,0.086,0.054,0.074,0.133,0.033,0.092,0.171,0.182,0.088
1960-1969,0.119,0.128,0.081,0.076,0.113,0.05,0.102,0.111,0.126,0.093
1970-1979,0.153,0.129,0.11,0.083,0.099,0.067,0.104,0.063,0.086,0.105
1980-1989,0.13,0.136,0.114,0.094,0.073,0.092,0.125,0.053,0.077,0.106
1990-1999,0.101,0.103,0.108,0.098,0.087,0.123,0.173,0.037,0.049,0.123
2000-2009,0.071,0.09,0.129,0.089,0.058,0.204,0.188,0.03,0.036,0.102
2010-2019,0.071,0.07,0.124,0.091,0.049,0.266,0.168,0.027,0.036,0.097
2020-2029,0.005,0.092,0.054,0.114,0.033,0.457,0.054,0.027,0.043,0.12
Total,0.092,0.093,0.092,0.083,0.096,0.099,0.121,0.119,0.112,0.092
