,0,1,2,3,4,5,6,7,8,9
1920-1929,0.038,0.043,0.042,0.077,0.134,0.03,0.071,0.34,0.174,0.052
1930-1939,0.042,0.051,0.049,0.068,0.138,0.027,0.068,0.285,0.215,0.057
1940-1949,0.058,0.05,0.062,0.079,0.129,0.031,0.073,0.261,0.188,0.07
1950-1959,0.075,0.065,0.06,0.086,0.143,0.035,0.096,0.158,0.19,0.091
1960-1969,0.112,0.12,0.074,0.082,0.121,0.048,0.094,0.118,0.135,0.095
1970-1979,0.147,0.124,0.102,0.086,0.108,0.062,0.106,0.074,0.082,0.11
1980-1989,0.137,0.125,0.114,0.088,0.079,0.086,0.126,0.051,0.075,0.119
1990-1999,0.103,0.118,0.124,0.093,0.076,0.132,0.159,0.036,0.049,0.11
2000-2009,0.084,0.094,0.116,0.094,0.061,0.196,0.18,0.03,0.044,0.101
2010-2019,0.076,0.07,0.126,0.091,0.047,0.264,0.155,0.028,0.04,0.104
2020-2029,0.073,0.025,0.142,0.112,0.033,0.371,0.122,0.03,0.04,0.052
Total,0.086,0.08,0.092,0.087,0.097,0.117,0.114,0.128,0.112,0.087
