,0,1,2,3,4,5,6,7,8,9
1920-1929,264,251,224,401,744,164,447,1907,1224,314
1930-1939,607,514,530,885,1602,346,753,3721,2077,666
1940-1949,1169,1013,922,1372,2362,562,1269,4364,3822,1307
1950-1959,1394,1755,1105,1450,2741,658,1599,3394,3559,1630
1960-1969,4638,4325,2671,3488,5009,2021,3203,4655,4901,3737
1970-1979,8587,6808,5743,4547,5728,3309,5600,3969,4727,5698
1980-1989,8708,6592,6762,5361,4843,5072,7056,2784,3845,6459
1990-1999,4289,3758,4310,3475,2979,4763,5479,1304,1809,4604
2000-2009,2275,2901,3901,3129,1913,6366,5848,1090,1377,3391
2010-2019,1364,1365,2683,2397,956,5406,3245,672,751,2472
2020-2029,38,27,84,21,14,104,67,7,11,15
Total,33333,29309,28935,26526,28891,28771,34566,27867,28103,30293
