,0,1,2,3,4,5,6,7,8,9
1920-1929,1299,1479,1451,2652,4626,1053,2443,11729,6025,1786
1930-1939,1988,2401,2275,3162,6476,1242,3176,13329,10080,2660
1940-1949,2276,1967,2447,3131,5065,1220,2884,10275,7398,2741
1950-1959,3269,2859,2647,3757,6268,1537,4223,6917,8324,3980
1960-1969,7038,7537,4663,5164,7582,3021,5915,7387,8465,5925
1970-1979,10809,9120,7486,6309,7912,4549,7813,5424,5996,8050
1980-1989,9623,8759,7956,6174,5541,6038,8842,3541,5235,8302
1990-1999,6927,7885,8291,6249,5105,8885,10656,2404,3261,7396
2000-2009,4667,5255,6465,5244,3387,10944,10047,1669,2431,5605
2010-2019,3620,3318,6023,4346,2245,12586,7418,1322,1905,4952
2020-2029,76,26,147,116,34,385,127,31,42,54
Total,51592,50606,49851,46304,54241,51460,63544,64028,59162,51451
