,0,1,2,3,4,5,6,7,8,9
1920-1929,0.068,0.038,0.206,0.321,0.042,0.125,0.053,0.075,0.028,0.044
1930-1939,0.076,0.045,0.178,0.318,0.044,0.137,0.057,0.064,0.03,0.052
1940-1949,0.076,0.051,0.21,0.24,0.056,0.13,0.072,0.07,0.031,0.064
1950-1959,0.075,0.057,0.185,0.176,0.091,0.142,0.085,0.083,0.034,0.072
1960-1969,0.09,0.069,0.127,0.12,0.112,0.13,0.097,0.083,0.052,0.12
1970-1979,0.083,0.105,0.086,0.073,0.124,0.105,0.104,0.102,0.06,0.157
1980-1989,0.093,0.118,0.067,0.048,0.115,0.084,0.112,0.123,0.088,0.151
1990-1999,0.095,0.117,0.049,0.035,0.102,0.081,0.125,0.149,0.13,0.117
2000-2009,0.097,0.121,0.043,0.034,0.09,0.059,0.105,0.182,0.198,0.071
2010-2019,0.112,0.126,0.035,0.032,0.064,0.045,0.116,0.152,0.254,0.064
2020-2029,0.054,0.216,0.028,0.018,0.07,0.036,0.039,0.173,0.268,0.098
Total,0.084,0.097,0.11,0.129,0.083,0.098,0.088,0.114,0.107,0.092
