,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.002,0.389,0.17,0.215,0.111,0.001,0.0,0.004,0.02,0.005,0.027,0.003,0.002,0.016,0.001,0.005,0.001,0.0,0.0,0.027
1930-1939,0.001,0.272,0.314,0.176,0.107,0.001,0.001,0.005,0.055,0.005,0.014,0.0,0.005,0.017,0.001,0.005,0.0,0.004,0.0,0.019
1940-1949,0.01,0.256,0.269,0.137,0.093,0.002,0.011,0.013,0.096,0.017,0.023,0.006,0.005,0.02,0.001,0.007,0.001,0.015,0.001,0.017
1950-1959,0.012,0.185,0.161,0.135,0.154,0.004,0.019,0.024,0.121,0.028,0.033,0.0,0.006,0.053,0.006,0.006,0.0,0.017,0.002,0.033
1960-1969,0.046,0.12,0.072,0.094,0.128,0.019,0.042,0.067,0.076,0.04,0.064,0.031,0.021,0.096,0.009,0.013,0.01,0.018,0.013,0.019
1970-1979,0.101,0.045,0.03,0.042,0.049,0.036,0.083,0.121,0.048,0.073,0.072,0.05,0.051,0.058,0.025,0.037,0.019,0.023,0.027,0.012
1980-1989,0.162,0.038,0.024,0.022,0.029,0.053,0.091,0.097,0.054,0.057,0.057,0.076,0.043,0.044,0.036,0.038,0.032,0.021,0.017,0.01
1990-1999,0.234,0.018,0.009,0.015,0.023,0.064,0.097,0.052,0.015,0.07,0.054,0.057,0.067,0.026,0.049,0.045,0.036,0.027,0.037,0.004
2000-2009,0.293,0.02,0.004,0.01,0.018,0.129,0.043,0.03,0.008,0.046,0.033,0.053,0.052,0.022,0.068,0.045,0.072,0.022,0.032,0.002
2010-2019,0.275,0.009,0.005,0.006,0.004,0.167,0.049,0.028,0.006,0.046,0.035,0.061,0.042,0.013,0.08,0.06,0.071,0.017,0.024,0.002
2020-2029,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0
