,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,12,3,0,8,0,0,11,2,2,1,0,0,1,3,1,0,2,0,1,5,2,2,0,0,1,5,0,6,15,1,3,1,1,1,3,0,2,4,0,4,0,0,1,2,0,0,0,0,0,0
1930-1939,32,3,0,6,0,0,11,1,3,6,0,0,1,1,2,0,2,3,1,3,10,4,0,1,2,1,2,2,17,0,1,1,0,3,3,2,0,12,0,2,1,2,0,5,1,0,0,3,1,0
1940-1949,110,17,0,38,0,0,71,11,28,20,1,0,22,14,7,1,18,2,6,19,28,13,0,6,5,15,5,14,53,3,30,14,9,3,14,3,8,81,4,30,0,4,4,19,5,0,0,7,6,0
1950-1959,85,23,0,31,0,0,86,16,16,22,0,0,25,16,5,3,20,17,9,12,40,8,0,7,6,15,4,26,70,1,18,14,13,3,24,9,22,59,2,23,1,3,3,22,5,0,0,7,5,2
1960-1969,120,159,0,197,0,0,303,84,246,26,1,0,115,80,45,50,127,19,63,102,75,60,0,48,51,110,38,132,152,24,135,78,107,87,172,91,125,122,39,87,13,54,48,38,16,0,0,19,20,4
1970-1979,63,398,0,550,0,4,509,204,534,13,0,0,302,280,142,160,335,24,171,228,51,153,0,156,136,284,121,265,238,57,320,124,274,171,312,255,294,143,178,191,30,102,91,44,7,0,0,22,27,1
1980-1989,24,594,0,607,0,0,497,274,522,4,0,0,331,338,246,179,307,16,230,263,28,244,0,325,237,272,159,295,200,43,265,107,270,172,213,262,173,86,198,132,35,100,68,48,13,0,0,7,42,1
1990-1999,8,922,0,740,0,0,470,535,420,2,0,0,382,368,335,179,311,10,325,284,15,303,0,377,277,267,210,258,260,91,218,117,210,303,148,295,104,84,162,131,33,118,53,26,4,0,0,2,33,0
2000-2009,4,1477,0,821,0,0,447,793,362,2,0,0,395,410,455,141,325,3,416,331,2,336,0,382,463,293,458,186,184,57,141,73,214,269,122,117,77,56,238,147,12,120,54,22,2,0,0,1,30,0
2010-2019,0,1261,0,537,0,0,287,763,240,0,0,0,269,307,540,60,233,0,395,248,2,472,0,208,323,179,392,163,142,27,100,62,116,149,93,62,41,43,154,113,14,89,30,16,0,0,0,1,10,0
2020-2029,0,18,0,4,0,0,1,8,4,0,0,0,3,1,15,0,1,0,9,8,0,9,0,2,5,2,4,3,3,0,2,1,2,2,1,1,1,0,4,2,0,1,1,0,0,0,0,0,0,0
Total,458,4875,0,3539,0,4,2693,2691,2377,96,2,0,1846,1818,1793,773,1681,94,1626,1503,253,1604,0,1512,1506,1443,1393,1350,1334,304,1233,592,1216,1163,1105,1097,847,690,979,862,139,593,353,242,53,0,0,69,174,8
