,0,1,2,3,4,5,6,7,8,9
1920-1929,0.5,0.0,0.068,0.011,0.023,0.008,0.008,0.0,0.208,0.174
1930-1939,0.306,0.014,0.306,0.0,0.042,0.0,0.007,0.0,0.181,0.146
1940-1949,0.374,0.018,0.29,0.018,0.034,0.017,0.022,0.023,0.116,0.087
1950-1959,0.334,0.018,0.251,0.009,0.036,0.013,0.011,0.039,0.178,0.111
1960-1969,0.242,0.077,0.154,0.071,0.078,0.042,0.045,0.064,0.123,0.104
1970-1979,0.128,0.153,0.082,0.128,0.108,0.097,0.098,0.088,0.055,0.064
1980-1989,0.06,0.166,0.027,0.157,0.124,0.133,0.125,0.113,0.042,0.053
1990-1999,0.035,0.185,0.022,0.143,0.142,0.144,0.128,0.123,0.036,0.043
2000-2009,0.016,0.181,0.02,0.185,0.147,0.128,0.15,0.137,0.014,0.022
2010-2019,0.012,0.181,0.029,0.198,0.123,0.144,0.158,0.123,0.012,0.019
2020-2029,0.0,0.111,0.0,0.222,0.111,0.111,0.0,0.111,0.111,0.222
Total,0.182,0.1,0.114,0.104,0.088,0.076,0.068,0.075,0.098,0.095
