,0,1,2,3,4,5,6,7,8,9
1920-1929,54,0,44,0,2,2,0,1,29,23
1930-1939,118,0,77,1,7,1,2,1,43,55
1940-1949,145,5,177,5,14,3,2,11,59,50
1950-1959,138,7,149,6,14,5,9,22,98,52
1960-1969,231,70,195,39,92,42,53,50,118,112
1970-1979,181,215,122,153,161,129,143,139,88,84
1980-1989,97,254,94,199,199,176,191,171,57,56
1990-1999,44,177,22,164,133,114,124,118,26,35
2000-2009,22,163,13,157,117,117,106,97,15,23
2010-2019,6,106,16,99,64,87,87,67,3,10
2020-2029,0,1,0,2,3,1,2,1,0,0
Total,1036,998,909,825,806,677,719,678,536,500
