,0,1,2,3,4,5,6,7,8,9
1920-1929,0.111,0.111,0.111,0.0,0.0,0.0,0.222,0.333,0.0,0.111
1930-1939,0.143,0.0,0.0,0.429,0.0,0.0,0.143,0.286,0.0,0.0
1940-1949,0.098,0.118,0.0,0.235,0.039,0.049,0.196,0.127,0.069,0.069
1950-1959,0.112,0.056,0.0,0.279,0.033,0.037,0.265,0.06,0.056,0.102
1960-1969,0.082,0.118,0.0,0.092,0.128,0.023,0.174,0.091,0.098,0.194
1970-1979,0.081,0.157,0.0,0.021,0.135,0.006,0.135,0.136,0.117,0.214
1980-1989,0.077,0.168,0.0,0.005,0.118,0.002,0.151,0.144,0.164,0.17
1990-1999,0.076,0.138,0.0,0.002,0.137,0.0,0.128,0.193,0.211,0.115
2000-2009,0.089,0.144,0.0,0.001,0.082,0.001,0.11,0.182,0.296,0.096
2010-2019,0.089,0.163,0.0,0.0,0.078,0.0,0.089,0.165,0.32,0.096
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333
Total,0.087,0.107,0.01,0.097,0.068,0.011,0.147,0.156,0.181,0.136
