,0,1,2,3,4,5,6,7,8,9
1920-1929,0.056,0.0,0.056,0.111,0.056,0.0,0.167,0.111,0.056,0.389
1930-1939,0.333,0.0,0.0,0.154,0.077,0.026,0.103,0.103,0.026,0.179
1940-1949,0.328,0.006,0.051,0.085,0.079,0.023,0.085,0.175,0.034,0.136
1950-1959,0.244,0.0,0.102,0.057,0.04,0.04,0.165,0.227,0.057,0.068
1960-1969,0.087,0.001,0.103,0.117,0.135,0.126,0.182,0.159,0.014,0.076
1970-1979,0.025,0.0,0.117,0.124,0.157,0.138,0.217,0.148,0.008,0.067
1980-1989,0.011,0.0,0.161,0.152,0.159,0.128,0.172,0.13,0.003,0.084
1990-1999,0.004,0.001,0.198,0.194,0.145,0.095,0.137,0.134,0.005,0.086
2000-2009,0.001,0.0,0.275,0.203,0.16,0.079,0.083,0.114,0.001,0.084
2010-2019,0.001,0.0,0.354,0.184,0.15,0.065,0.074,0.088,0.002,0.082
2020-2029,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2
Total,0.099,0.001,0.183,0.126,0.123,0.065,0.126,0.126,0.019,0.132
