,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.111,0.0,0.333,0.111,0.0,0.111,0.222,0.0,0.111
1930-1939,0.429,0.0,0.0,0.286,0.0,0.0,0.0,0.143,0.0,0.143
1940-1949,0.235,0.0,0.069,0.127,0.118,0.039,0.069,0.196,0.049,0.098
1950-1959,0.279,0.0,0.056,0.06,0.056,0.033,0.102,0.265,0.037,0.112
1960-1969,0.092,0.0,0.098,0.091,0.118,0.128,0.194,0.174,0.023,0.082
1970-1979,0.021,0.0,0.117,0.136,0.157,0.135,0.214,0.135,0.006,0.081
1980-1989,0.005,0.0,0.164,0.144,0.168,0.118,0.17,0.151,0.002,0.077
1990-1999,0.002,0.0,0.211,0.193,0.138,0.137,0.115,0.128,0.0,0.076
2000-2009,0.001,0.0,0.296,0.182,0.144,0.082,0.096,0.11,0.001,0.089
2010-2019,0.0,0.0,0.32,0.165,0.163,0.078,0.096,0.089,0.0,0.089
2020-2029,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.0,0.0
Total,0.032,0.0,0.184,0.149,0.145,0.111,0.15,0.14,0.007,0.083
