,0,1,2,3,4
1920-1929,0,0,0,0,0
1930-1939,0,0,0,0,0
1940-1949,0,0,0,0,0
1950-1959,17,7,1,6,1
1960-1969,431,383,257,340,182
1970-1979,653,802,722,681,145
1980-1989,817,666,956,490,100
1990-1999,521,372,557,462,126
2000-2009,400,357,314,595,295
2010-2019,220,139,105,302,251
2020-2029,14,10,8,11,13
Total,3073,2736,2920,2887,1113
