,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1960-1969,0.0,0.0,0.189,0.354,0.181,0.0,0.087,0.087,0.016,0.087
1970-1979,0.014,0.0,0.216,0.173,0.194,0.018,0.137,0.072,0.076,0.101
1980-1989,0.0,0.004,0.213,0.12,0.193,0.02,0.157,0.052,0.116,0.124
1990-1999,0.01,0.01,0.167,0.094,0.177,0.083,0.115,0.073,0.135,0.135
2000-2009,0.05,0.0,0.4,0.15,0.2,0.1,0.1,0.0,0.0,0.0
2010-2019,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2020-2029,,,,,,,,,,
Total,0.008,0.003,0.21,0.175,0.189,0.027,0.131,0.067,0.084,0.107
