,0,1,2,3,4,5,6,7,8,9
1920-1929,0.016,0.001,0.253,0.557,0.035,0.127,0.003,0.004,0.002,0.003
1930-1939,0.015,0.001,0.381,0.437,0.032,0.124,0.003,0.004,0.0,0.003
1940-1949,0.019,0.013,0.366,0.413,0.033,0.107,0.024,0.011,0.007,0.009
1950-1959,0.021,0.01,0.348,0.345,0.061,0.136,0.039,0.011,0.01,0.019
1960-1969,0.039,0.052,0.215,0.238,0.115,0.115,0.072,0.045,0.039,0.071
1970-1979,0.059,0.112,0.099,0.111,0.118,0.066,0.105,0.094,0.086,0.151
1980-1989,0.07,0.131,0.076,0.069,0.124,0.036,0.112,0.117,0.122,0.142
1990-1999,0.071,0.139,0.039,0.033,0.111,0.03,0.12,0.159,0.176,0.12
2000-2009,0.076,0.149,0.027,0.025,0.085,0.013,0.1,0.172,0.268,0.085
2010-2019,0.079,0.143,0.029,0.014,0.066,0.011,0.096,0.161,0.326,0.074
2020-2029,0.078,0.172,0.0,0.0,0.031,0.031,0.062,0.109,0.406,0.109
Total,0.049,0.084,0.167,0.204,0.074,0.072,0.067,0.081,0.131,0.071
