,0,1,2,3,4,5,6,7,8,9
1920-1929,0.5,0.275,0.0,0.0,0.0,0.075,0.0,0.0,0.15,0.0
1930-1939,0.452,0.333,0.0,0.0,0.0,0.095,0.0,0.0,0.119,0.0
1940-1949,0.35,0.2,0.025,0.058,0.067,0.092,0.05,0.083,0.033,0.042
1950-1959,0.36,0.315,0.003,0.009,0.016,0.085,0.013,0.041,0.136,0.022
1960-1969,0.211,0.142,0.046,0.034,0.046,0.168,0.105,0.078,0.133,0.037
1970-1979,0.081,0.072,0.092,0.085,0.12,0.155,0.179,0.094,0.061,0.06
1980-1989,0.056,0.065,0.138,0.133,0.128,0.124,0.143,0.12,0.037,0.056
1990-1999,0.032,0.03,0.198,0.155,0.134,0.124,0.124,0.114,0.021,0.067
2000-2009,0.026,0.016,0.273,0.178,0.147,0.095,0.083,0.102,0.013,0.067
2010-2019,0.013,0.032,0.337,0.165,0.141,0.073,0.081,0.086,0.009,0.064
2020-2029,0.036,0.036,0.571,0.071,0.179,0.0,0.036,0.0,0.0,0.071
Total,0.056,0.051,0.207,0.141,0.128,0.112,0.11,0.101,0.032,0.061
