,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.275,0.5,0.075,0.15,0.0,0.0,0.0,0.0
1930-1939,0.0,0.0,0.333,0.452,0.095,0.119,0.0,0.0,0.0,0.0
1940-1949,0.042,0.067,0.2,0.35,0.092,0.033,0.083,0.058,0.025,0.05
1950-1959,0.022,0.016,0.315,0.36,0.085,0.136,0.041,0.009,0.003,0.013
1960-1969,0.037,0.046,0.142,0.211,0.168,0.133,0.078,0.034,0.046,0.105
1970-1979,0.06,0.12,0.072,0.081,0.155,0.061,0.094,0.085,0.092,0.179
1980-1989,0.056,0.128,0.065,0.056,0.124,0.037,0.12,0.133,0.138,0.143
1990-1999,0.067,0.134,0.03,0.032,0.124,0.021,0.114,0.155,0.198,0.124
2000-2009,0.067,0.147,0.016,0.026,0.095,0.013,0.102,0.178,0.273,0.083
2010-2019,0.064,0.141,0.032,0.013,0.073,0.009,0.086,0.165,0.337,0.081
2020-2029,0.071,0.179,0.036,0.036,0.0,0.0,0.0,0.071,0.571,0.036
Total,0.044,0.089,0.138,0.192,0.099,0.065,0.065,0.081,0.153,0.074
