,0,1,2,3,4
1920-1929,0.768,0.0,0.02,0.201,0.01
1930-1939,0.724,0.001,0.031,0.233,0.011
1940-1949,0.759,0.0,0.031,0.2,0.01
1950-1959,0.646,0.001,0.053,0.29,0.011
1960-1969,0.632,0.002,0.067,0.286,0.014
1970-1979,0.67,0.0,0.071,0.24,0.019
1980-1989,0.61,0.004,0.1,0.267,0.018
1990-1999,0.566,0.0,0.082,0.343,0.01
2000-2009,0.543,0.007,0.071,0.364,0.015
2010-2019,0.638,0.0,0.055,0.291,0.016
2020-2029,0.667,0.0,0.0,0.333,0.0
Total,0.69,0.001,0.048,0.249,0.012
