,0,1,2,3,4
1920-1929,0.5,0.0,0.0,0.5,0.0
1930-1939,0.381,0.0,0.0,0.619,0.0
1940-1949,0.392,0.183,0.092,0.225,0.108
1950-1959,0.435,0.009,0.044,0.454,0.057
1960-1969,0.301,0.105,0.194,0.259,0.14
1970-1979,0.145,0.233,0.325,0.11,0.188
1980-1989,0.089,0.274,0.314,0.091,0.232
1990-1999,0.051,0.349,0.306,0.052,0.242
2000-2009,0.035,0.396,0.313,0.033,0.222
2010-2019,0.021,0.406,0.313,0.039,0.222
2020-2029,0.036,0.429,0.464,0.036,0.036
Total,0.217,0.217,0.215,0.22,0.132
