,0,1,2,3,4
1920-1929,0.077,0.55,0.263,0.06,0.05
1930-1939,0.086,0.468,0.327,0.063,0.056
1940-1949,0.104,0.423,0.324,0.071,0.077
1950-1959,0.152,0.337,0.324,0.087,0.1
1960-1969,0.176,0.247,0.256,0.126,0.195
1970-1979,0.228,0.161,0.175,0.175,0.261
1980-1989,0.259,0.109,0.142,0.229,0.261
1990-1999,0.289,0.076,0.11,0.303,0.222
2000-2009,0.26,0.057,0.082,0.401,0.201
2010-2019,0.236,0.053,0.081,0.422,0.209
2020-2029,0.191,0.059,0.065,0.448,0.236
Total,0.208,0.199,0.184,0.223,0.186
