,0,1,2,3,4
1920-1929,0.006,0.663,0.315,0.003,0.012
1930-1939,0.002,0.568,0.419,0.005,0.006
1940-1949,0.031,0.532,0.366,0.031,0.039
1950-1959,0.022,0.446,0.462,0.032,0.039
1960-1969,0.089,0.342,0.319,0.137,0.113
1970-1979,0.189,0.185,0.132,0.282,0.212
1980-1989,0.262,0.095,0.128,0.28,0.234
1990-1999,0.381,0.044,0.056,0.255,0.264
2000-2009,0.453,0.033,0.04,0.251,0.223
2010-2019,0.454,0.023,0.035,0.272,0.216
2020-2029,0.556,0.0,0.0,0.296,0.148
Total,0.209,0.254,0.206,0.178,0.154
