,0,1,2,3,4
1920-1929,0.019,0.613,0.361,0.006,0.0
1930-1939,0.007,0.633,0.348,0.013,0.0
1940-1949,0.019,0.484,0.473,0.011,0.013
1950-1959,0.032,0.462,0.452,0.028,0.026
1960-1969,0.155,0.345,0.315,0.114,0.071
1970-1979,0.294,0.183,0.14,0.2,0.183
1980-1989,0.301,0.087,0.107,0.25,0.254
1990-1999,0.262,0.054,0.053,0.287,0.343
2000-2009,0.23,0.047,0.034,0.23,0.459
2010-2019,0.244,0.015,0.039,0.266,0.437
2020-2029,0.3,0.0,0.0,0.1,0.6
Total,0.169,0.266,0.211,0.137,0.217
