,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.25,0.111,0.222,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1930-1939,0.0,0.031,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.312,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0
1940-1949,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.122,0.469,0.265,0.0,0.0,0.102,0.0,0.0,0.0,0.0
1950-1959,0.0,0.065,0.0,0.005,0.0,0.0,0.015,0.01,0.0,0.0,0.204,0.358,0.204,0.0,0.005,0.134,0.0,0.0,0.0,0.0
1960-1969,0.0,0.052,0.003,0.022,0.0,0.0,0.027,0.008,0.0,0.0,0.277,0.245,0.176,0.0,0.0,0.19,0.0,0.0,0.0,0.0
1970-1979,0.0,0.04,0.0,0.022,0.0,0.0,0.011,0.0,0.004,0.0,0.226,0.281,0.182,0.0,0.004,0.226,0.0,0.004,0.0,0.0
1980-1989,0.0,0.031,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.229,0.317,0.215,0.0,0.0,0.191,0.0,0.0,0.0,0.0
1990-1999,0.0,0.029,0.004,0.036,0.004,0.0,0.007,0.004,0.004,0.0,0.287,0.28,0.196,0.0,0.004,0.145,0.0,0.0,0.0,0.0
2000-2009,0.0,0.022,0.004,0.027,0.0,0.004,0.027,0.0,0.0,0.0,0.236,0.298,0.218,0.0,0.0,0.16,0.0,0.0,0.004,0.0
2010-2019,0.0,0.038,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.253,0.291,0.241,0.0,0.0,0.165,0.0,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.0,0.043,0.001,0.013,0.0,0.0,0.012,0.005,0.001,0.0,0.201,0.36,0.209,0.0,0.001,0.153,0.0,0.0,0.0,0.0
