,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,4,0,0,0,0,0,0,9,8,9,0,0,0,0,0,1,0,5,0,0
1930-1939,10,0,0,0,0,0,1,4,12,4,0,0,0,0,0,0,0,1,0,0
1940-1949,23,0,0,0,0,0,0,5,13,6,0,0,0,0,0,0,0,1,0,1
1950-1959,72,0,0,0,0,0,1,27,41,41,0,0,1,0,0,2,0,13,0,3
1960-1969,89,0,0,0,0,0,8,69,64,101,0,0,0,0,0,3,1,19,0,10
1970-1979,77,0,0,0,0,1,6,62,50,62,0,0,1,0,0,0,0,11,1,3
1980-1989,93,0,0,0,0,0,0,56,63,67,0,0,0,0,0,0,0,9,0,5
1990-1999,77,0,0,1,0,1,10,40,54,79,0,0,1,0,0,1,1,8,0,2
2000-2009,67,0,0,0,0,0,6,36,49,53,0,0,0,1,1,0,1,5,0,6
2010-2019,23,0,0,0,0,0,0,13,19,20,0,0,0,0,0,0,0,3,0,1
2020-2029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,536,0,0,1,0,2,32,321,373,442,0,0,3,1,1,7,3,75,1,31
