,0,1,2,3,4,5,6,7,8,9
1920-1929,0.458,0.0,0.0,0.0,0.0,0.047,0.0,0.262,0.0,0.234
1930-1939,0.498,0.0,0.0,0.009,0.0,0.05,0.0,0.262,0.005,0.176
1940-1949,0.441,0.0,0.0,0.008,0.0,0.086,0.0,0.281,0.004,0.18
1950-1959,0.385,0.0,0.0,0.007,0.0,0.074,0.0,0.258,0.0,0.276
1960-1969,0.377,0.0,0.0,0.002,0.0,0.111,0.002,0.283,0.0,0.224
1970-1979,0.348,0.003,0.0,0.0,0.0,0.142,0.0,0.318,0.0,0.189
1980-1989,0.354,0.0,0.0,0.01,0.005,0.151,0.0,0.245,0.005,0.229
1990-1999,0.39,0.0,0.0,0.012,0.0,0.134,0.0,0.207,0.012,0.244
2000-2009,0.358,0.0,0.0,0.0,0.0,0.17,0.0,0.245,0.0,0.226
2010-2019,0.545,0.0,0.0,0.0,0.0,0.091,0.0,0.182,0.0,0.182
2020-2029,,,,,,,,,,
Total,0.399,0.001,0.0,0.005,0.001,0.103,0.001,0.272,0.002,0.217
