,0,1,2,3,4,5,6,7,8,9
1920-1929,0.464,0.0,0.0,0.007,0.0,0.06,0.001,0.248,0.001,0.219
1930-1939,0.424,0.0,0.0,0.007,0.0,0.057,0.001,0.276,0.0,0.235
1940-1949,0.457,0.0,0.0,0.001,0.001,0.063,0.0,0.278,0.0,0.2
1950-1959,0.332,0.0,0.0,0.006,0.0,0.121,0.0,0.289,0.002,0.25
1960-1969,0.321,0.0,0.0,0.005,0.002,0.136,0.0,0.268,0.0,0.268
1970-1979,0.348,0.0,0.0,0.002,0.0,0.133,0.0,0.289,0.002,0.225
1980-1989,0.343,0.0,0.0,0.0,0.005,0.155,0.0,0.258,0.005,0.235
1990-1999,0.342,0.0,0.0,0.021,0.0,0.103,0.0,0.322,0.0,0.212
2000-2009,0.41,0.007,0.0,0.007,0.0,0.09,0.0,0.246,0.0,0.239
2010-2019,0.429,0.0,0.0,0.0,0.0,0.204,0.0,0.306,0.0,0.061
2020-2029,,,,,,,,,,
Total,0.396,0.0,0.0,0.005,0.001,0.093,0.0,0.273,0.001,0.231
