,0,1,2,3,4,5,6,7,8,9
1920-1929,0.001,0.219,0.0,0.248,0.007,0.0,0.001,0.464,0.06,0.0
1930-1939,0.0,0.235,0.0,0.276,0.007,0.0,0.001,0.424,0.057,0.0
1940-1949,0.0,0.2,0.001,0.278,0.001,0.0,0.0,0.457,0.063,0.0
1950-1959,0.002,0.25,0.0,0.289,0.006,0.0,0.0,0.332,0.121,0.0
1960-1969,0.0,0.268,0.002,0.268,0.005,0.0,0.0,0.321,0.136,0.0
1970-1979,0.002,0.225,0.0,0.289,0.002,0.0,0.0,0.348,0.133,0.0
1980-1989,0.005,0.235,0.005,0.258,0.0,0.0,0.0,0.343,0.155,0.0
1990-1999,0.0,0.212,0.0,0.322,0.021,0.0,0.0,0.342,0.103,0.0
2000-2009,0.0,0.239,0.0,0.246,0.007,0.0,0.0,0.41,0.09,0.007
2010-2019,0.0,0.061,0.0,0.306,0.0,0.0,0.0,0.429,0.204,0.0
2020-2029,,,,,,,,,,
Total,0.001,0.214,0.001,0.278,0.006,0.0,0.0,0.387,0.112,0.001
