,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.234,0.0,0.262,0.0,0.0,0.0,0.458,0.047,0.0
1930-1939,0.005,0.176,0.0,0.262,0.009,0.0,0.0,0.498,0.05,0.0
1940-1949,0.004,0.18,0.0,0.281,0.008,0.0,0.0,0.441,0.086,0.0
1950-1959,0.0,0.276,0.0,0.258,0.007,0.0,0.0,0.385,0.074,0.0
1960-1969,0.0,0.224,0.0,0.283,0.002,0.0,0.002,0.377,0.111,0.0
1970-1979,0.0,0.189,0.0,0.318,0.0,0.0,0.0,0.348,0.142,0.003
1980-1989,0.005,0.229,0.005,0.245,0.01,0.0,0.0,0.354,0.151,0.0
1990-1999,0.012,0.244,0.0,0.207,0.012,0.0,0.0,0.39,0.134,0.0
2000-2009,0.0,0.226,0.0,0.245,0.0,0.0,0.0,0.358,0.17,0.0
2010-2019,0.0,0.182,0.0,0.182,0.0,0.0,0.0,0.545,0.091,0.0
2020-2029,,,,,,,,,,
Total,0.003,0.216,0.001,0.254,0.005,0.0,0.0,0.416,0.106,0.0
