,0,1,2,3,4
1920-1929,0.0,0.807,0.181,0.0,0.013
1930-1939,0.0,0.699,0.28,0.0,0.022
1940-1949,0.0,0.826,0.165,0.006,0.003
1950-1959,0.001,0.744,0.245,0.008,0.001
1960-1969,0.003,0.693,0.274,0.017,0.014
1970-1979,0.0,0.703,0.254,0.029,0.014
1980-1989,0.0,0.665,0.273,0.052,0.01
1990-1999,0.0,0.577,0.365,0.038,0.019
2000-2009,0.0,0.509,0.453,0.038,0.0
2010-2019,0.0,0.583,0.333,0.083,0.0
2020-2029,0.0,0.667,0.0,0.0,0.333
Total,0.001,0.723,0.25,0.017,0.009
