,0,1,2,3,4
1920-1929,0,3,0,1,5
1930-1939,1,5,0,1,3
1940-1949,0,1,0,0,0
1950-1959,0,1,0,0,4
1960-1969,14,139,10,19,39
1970-1979,34,62,16,8,44
1980-1989,150,117,46,63,113
1990-1999,480,140,106,99,304
2000-2009,885,44,172,60,412
2010-2019,1527,41,231,71,475
2020-2029,42,1,10,2,12
Total,3133,554,591,324,1411
