,0,1,2,3,4,5,6,7,8,9
1920-1929,0.003,0.004,0.438,0.007,0.003,0.139,0.218,0.014,0.155,0.018
1930-1939,0.003,0.002,0.356,0.008,0.003,0.235,0.218,0.01,0.145,0.021
1940-1949,0.019,0.01,0.337,0.026,0.02,0.238,0.185,0.016,0.122,0.028
1950-1959,0.015,0.01,0.286,0.032,0.028,0.211,0.216,0.031,0.135,0.036
1960-1969,0.083,0.053,0.194,0.069,0.102,0.125,0.149,0.072,0.117,0.035
1970-1979,0.164,0.12,0.097,0.124,0.177,0.067,0.056,0.102,0.07,0.022
1980-1989,0.206,0.163,0.057,0.156,0.162,0.054,0.032,0.112,0.044,0.014
1990-1999,0.253,0.21,0.027,0.17,0.134,0.029,0.022,0.119,0.028,0.007
2000-2009,0.278,0.29,0.019,0.166,0.088,0.017,0.014,0.105,0.018,0.005
2010-2019,0.242,0.346,0.011,0.177,0.084,0.029,0.01,0.086,0.011,0.006
2020-2029,0.22,0.394,0.016,0.213,0.055,0.016,0.008,0.047,0.016,0.016
