,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1960-1969,0.028,0.0,0.028,0.167,0.028,0.0,0.0,0.111,0.556,0.083
1970-1979,0.062,0.062,0.0,0.125,0.0,0.0,0.125,0.0,0.312,0.312
1980-1989,0.232,0.054,0.071,0.071,0.036,0.0,0.089,0.071,0.268,0.107
1990-1999,0.216,0.216,0.029,0.069,0.108,0.029,0.167,0.0,0.078,0.088
2000-2009,0.257,0.339,0.0,0.0,0.128,0.083,0.092,0.0,0.009,0.092
2010-2019,0.342,0.383,0.0,0.0,0.067,0.047,0.107,0.0,0.013,0.04
2020-2029,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
Total,0.182,0.145,0.014,0.048,0.041,0.101,0.064,0.02,0.137,0.247
