,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,0.0
1930-1939,0.333,0.0,0.0,0.167,0.0,0.0,0.167,0.167,0.0,0.167
1940-1949,0.359,0.128,0.0,0.103,0.051,0.051,0.051,0.256,0.0,0.0
1950-1959,0.265,0.103,0.0,0.088,0.029,0.074,0.132,0.309,0.0,0.0
1960-1969,0.157,0.183,0.0,0.102,0.149,0.104,0.138,0.131,0.0,0.037
1970-1979,0.056,0.216,0.0,0.153,0.141,0.129,0.143,0.139,0.001,0.02
1980-1989,0.02,0.21,0.0,0.165,0.142,0.146,0.158,0.142,0.0,0.017
1990-1999,0.015,0.208,0.0,0.192,0.148,0.134,0.145,0.138,0.0,0.02
2000-2009,0.005,0.213,0.0,0.205,0.144,0.153,0.139,0.126,0.0,0.014
2010-2019,0.0,0.205,0.0,0.191,0.122,0.168,0.168,0.129,0.0,0.017
2020-2029,0.0,0.1,0.0,0.2,0.3,0.1,0.2,0.1,0.0,0.0
Total,0.11,0.142,0.0,0.142,0.134,0.142,0.131,0.172,0.0,0.027
