,0,1,2,3,4,5,6,7,8,9
1920-1929,0.174,0.043,0.0,0.174,0.043,0.087,0.087,0.348,0.0,0.043
1930-1939,0.35,0.05,0.0,0.05,0.0,0.05,0.1,0.4,0.0,0.0
1940-1949,0.331,0.104,0.006,0.067,0.067,0.11,0.098,0.202,0.0,0.012
1950-1959,0.327,0.14,0.0,0.087,0.06,0.093,0.06,0.22,0.007,0.007
1960-1969,0.166,0.134,0.0,0.128,0.116,0.131,0.145,0.153,0.005,0.022
1970-1979,0.054,0.208,0.0,0.162,0.132,0.148,0.138,0.129,0.001,0.029
1980-1989,0.025,0.219,0.0,0.159,0.131,0.156,0.152,0.143,0.001,0.013
1990-1999,0.005,0.201,0.0,0.179,0.154,0.157,0.154,0.129,0.0,0.021
2000-2009,0.004,0.208,0.0,0.177,0.153,0.163,0.151,0.129,0.002,0.014
2010-2019,0.003,0.226,0.0,0.189,0.152,0.134,0.158,0.127,0.0,0.009
2020-2029,0.0,0.148,0.0,0.185,0.148,0.148,0.185,0.185,0.0,0.0
Total,0.044,0.201,0.0,0.165,0.138,0.148,0.147,0.138,0.001,0.018
