,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.333,0.0,0.222,0.222,0.0,0.0,0.222
1930-1939,0.571,0.286,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0
1940-1949,0.333,0.108,0.0,0.108,0.088,0.088,0.127,0.127,0.0,0.02
1950-1959,0.423,0.107,0.005,0.047,0.047,0.07,0.065,0.233,0.0,0.005
1960-1969,0.156,0.18,0.0,0.165,0.12,0.093,0.105,0.147,0.001,0.032
1970-1979,0.061,0.216,0.001,0.181,0.128,0.137,0.137,0.124,0.001,0.015
1980-1989,0.013,0.199,0.0,0.188,0.137,0.159,0.15,0.135,0.0,0.019
1990-1999,0.006,0.211,0.0,0.164,0.148,0.165,0.146,0.141,0.0,0.02
2000-2009,0.003,0.194,0.0,0.198,0.148,0.137,0.161,0.146,0.0,0.012
2010-2019,0.002,0.191,0.0,0.209,0.128,0.152,0.167,0.13,0.0,0.02
2020-2029,0.0,0.167,0.0,0.333,0.167,0.167,0.0,0.167,0.0,0.0
Total,0.058,0.195,0.0,0.177,0.131,0.138,0.141,0.14,0.0,0.018
