,0,1,2,3,4,5,6,7,8,9
1920-1929,0.056,0.278,0.0,0.0,0.222,0.0,0.167,0.111,0.167,0.0
1930-1939,0.128,0.41,0.0,0.0,0.051,0.077,0.103,0.0,0.231,0.0
1940-1949,0.113,0.322,0.0,0.011,0.096,0.068,0.079,0.073,0.22,0.017
1950-1959,0.085,0.381,0.0,0.0,0.097,0.051,0.114,0.062,0.205,0.006
1960-1969,0.153,0.134,0.001,0.001,0.167,0.123,0.117,0.159,0.123,0.022
1970-1979,0.148,0.047,0.001,0.001,0.196,0.143,0.154,0.153,0.134,0.023
1980-1989,0.15,0.022,0.0,0.0,0.2,0.149,0.14,0.176,0.142,0.022
1990-1999,0.151,0.008,0.0,0.0,0.194,0.15,0.146,0.184,0.146,0.021
2000-2009,0.141,0.003,0.0,0.0,0.241,0.165,0.134,0.176,0.128,0.012
2010-2019,0.157,0.001,0.001,0.0,0.197,0.157,0.152,0.208,0.113,0.013
2020-2029,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0
Total,0.116,0.146,0.0,0.001,0.169,0.117,0.155,0.137,0.146,0.012
