,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,1,2,0,1,0,0
1930-1939,2,0,0,1,0,0,1,1,0,1
1940-1949,14,5,0,4,2,2,2,10,0,0
1950-1959,18,7,0,6,2,5,9,21,0,0
1960-1969,60,70,0,39,57,40,53,50,0,14
1970-1979,56,215,0,153,141,129,143,139,1,20
1980-1989,24,254,0,199,172,176,191,171,0,21
1990-1999,13,177,0,164,126,114,124,118,0,17
2000-2009,4,163,0,157,110,117,106,96,0,11
2010-2019,0,106,0,99,63,87,87,67,0,9
2020-2029,0,1,0,2,3,1,2,1,0,0
Total,191,998,0,824,677,673,718,675,1,93
