,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1960-1969,1,82,132,78,86,0,73,0,71,41,43,171,1,0,0,0,13,6,1,0
1970-1979,4,187,212,243,207,5,205,0,218,106,143,138,3,3,4,0,74,10,7,0
1980-1989,8,266,223,335,245,7,350,0,219,133,192,85,4,35,9,0,70,16,10,2
1990-1999,16,129,73,106,111,6,93,0,103,87,57,29,5,46,5,0,66,21,6,3
2000-2009,16,21,1,3,13,10,1,2,12,32,1,1,6,27,5,0,48,11,4,2
2010-2019,3,6,2,0,4,4,0,0,2,7,0,0,2,6,1,0,15,2,1,2
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,48,691,644,765,666,32,723,3,626,406,436,424,21,117,24,0,286,66,29,9
