,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960-1969,0.001,0.103,0.165,0.098,0.108,0.0,0.091,0.0,0.089,0.051,0.054,0.214,0.001,0.0,0.0,0.0,0.016,0.008,0.001,0.0
1970-1979,0.002,0.106,0.12,0.137,0.117,0.003,0.116,0.0,0.123,0.06,0.081,0.078,0.002,0.002,0.002,0.0,0.042,0.006,0.004,0.0
1980-1989,0.004,0.12,0.101,0.152,0.111,0.003,0.158,0.0,0.099,0.06,0.087,0.038,0.002,0.016,0.004,0.0,0.032,0.007,0.005,0.001
1990-1999,0.017,0.134,0.076,0.11,0.115,0.006,0.097,0.0,0.107,0.09,0.059,0.03,0.005,0.048,0.005,0.0,0.069,0.022,0.006,0.003
2000-2009,0.074,0.097,0.005,0.014,0.06,0.046,0.005,0.009,0.056,0.148,0.005,0.005,0.028,0.125,0.023,0.0,0.222,0.051,0.019,0.009
2010-2019,0.053,0.105,0.035,0.0,0.07,0.07,0.0,0.0,0.035,0.123,0.0,0.0,0.035,0.105,0.018,0.0,0.263,0.035,0.018,0.035
2020-2029,,,,,,,,,,,,,,,,,,,,
Total,0.008,0.115,0.107,0.127,0.111,0.005,0.12,0.0,0.104,0.067,0.072,0.07,0.003,0.019,0.004,0.0,0.048,0.011,0.005,0.001
