,0,1,2,3,4
1920-1929,0.0,0.0,0.0,0.0,1.0
1930-1939,,,,,
1940-1949,,,,,
1950-1959,,,,,
1960-1969,0.019,0.367,0.169,0.232,0.213
1970-1979,0.015,0.283,0.271,0.19,0.241
1980-1989,0.091,0.221,0.318,0.162,0.208
1990-1999,0.258,0.162,0.213,0.213,0.155
2000-2009,0.484,0.1,0.064,0.215,0.137
2010-2019,0.708,0.033,0.038,0.153,0.066
2020-2029,0.5,0.167,0.0,0.083,0.25
