,0,1,2,3,4,5,6,7,8,9
1920-1929,0.003,0.394,0.185,0.201,0.002,0.003,0.026,0.003,0.004,0.18
1930-1939,0.003,0.317,0.315,0.177,0.002,0.002,0.026,0.002,0.006,0.15
1940-1949,0.014,0.336,0.321,0.137,0.012,0.01,0.03,0.009,0.024,0.108
1950-1959,0.012,0.293,0.291,0.181,0.017,0.011,0.038,0.01,0.034,0.113
1960-1969,0.054,0.23,0.178,0.125,0.069,0.046,0.077,0.058,0.057,0.106
1970-1979,0.098,0.128,0.084,0.055,0.148,0.1,0.114,0.114,0.095,0.062
1980-1989,0.12,0.075,0.064,0.04,0.169,0.121,0.119,0.133,0.112,0.045
1990-1999,0.127,0.035,0.032,0.025,0.184,0.131,0.14,0.155,0.131,0.04
2000-2009,0.14,0.023,0.02,0.018,0.197,0.139,0.141,0.176,0.126,0.022
2010-2019,0.15,0.014,0.028,0.01,0.192,0.143,0.143,0.184,0.118,0.02
2020-2029,0.094,0.0,0.0,0.016,0.234,0.062,0.141,0.25,0.172,0.031
Total,0.074,0.168,0.138,0.089,0.112,0.07,0.091,0.1,0.08,0.08
