,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1960-1969,1,1,16,1,23,11,16,8,6,21,5,6,8,6,13,5,6,5,8,0
1970-1979,1,2,39,9,43,26,28,16,23,28,4,14,11,18,13,3,4,18,10,4
1980-1989,5,3,46,11,22,37,23,24,28,16,3,20,17,11,9,7,7,14,12,6
1990-1999,18,17,20,22,17,15,10,10,9,5,7,8,11,6,6,5,10,8,6,7
2000-2009,37,43,2,33,1,0,0,10,0,5,22,2,7,4,8,8,15,2,3,2
2010-2019,24,22,0,19,0,1,1,1,0,5,6,1,5,3,1,7,4,2,1,5
2020-2029,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Total,87,92,123,95,106,90,78,69,66,81,47,51,59,50,50,35,46,49,40,25
