,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1960-1969,0.0,0.0,0.118,0.0,0.137,0.088,0.137,0.029,0.01,0.049,0.029,0.088,0.029,0.039,0.0,0.147,0.0,0.039,0.029,0.029
1970-1979,0.009,0.009,0.183,0.004,0.08,0.116,0.107,0.067,0.112,0.067,0.013,0.036,0.027,0.049,0.031,0.0,0.009,0.054,0.027,0.0
1980-1989,0.013,0.019,0.182,0.025,0.085,0.104,0.066,0.066,0.079,0.025,0.013,0.063,0.038,0.044,0.013,0.035,0.022,0.06,0.038,0.013
1990-1999,0.099,0.094,0.061,0.099,0.066,0.033,0.039,0.044,0.028,0.088,0.039,0.033,0.044,0.044,0.039,0.066,0.044,0.017,0.011,0.011
2000-2009,0.143,0.198,0.0,0.159,0.016,0.0,0.008,0.071,0.0,0.056,0.095,0.008,0.008,0.016,0.04,0.04,0.048,0.016,0.024,0.056
2010-2019,0.362,0.224,0.0,0.151,0.0,0.0,0.0,0.02,0.0,0.007,0.059,0.0,0.013,0.033,0.013,0.039,0.046,0.007,0.0,0.026
2020-2029,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.088,0.077,0.11,0.063,0.066,0.067,0.06,0.056,0.05,0.047,0.034,0.04,0.029,0.04,0.023,0.044,0.027,0.038,0.023,0.018
