,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,,,,,,,,,,,,,,,,,,,,
1960-1969,0.0,0.0,0.167,0.0,0.167,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0
1970-1979,0.01,0.01,0.124,0.005,0.1,0.134,0.09,0.05,0.08,0.06,0.03,0.05,0.055,0.03,0.02,0.025,0.03,0.07,0.025,0.005
1980-1989,0.021,0.012,0.183,0.025,0.092,0.075,0.071,0.046,0.1,0.05,0.008,0.062,0.062,0.062,0.021,0.012,0.008,0.042,0.046,0.0
1990-1999,0.071,0.067,0.038,0.126,0.046,0.034,0.059,0.046,0.055,0.021,0.055,0.067,0.046,0.029,0.038,0.038,0.038,0.067,0.029,0.029
2000-2009,0.214,0.162,0.009,0.184,0.017,0.004,0.004,0.047,0.004,0.038,0.073,0.009,0.021,0.026,0.043,0.034,0.06,0.013,0.013,0.026
2010-2019,0.24,0.28,0.008,0.132,0.004,0.008,0.0,0.028,0.0,0.02,0.076,0.016,0.036,0.028,0.004,0.04,0.048,0.004,0.0,0.028
2020-2029,0.286,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.143
Total,0.12,0.117,0.076,0.067,0.061,0.036,0.032,0.055,0.034,0.027,0.034,0.073,0.055,0.045,0.018,0.021,0.026,0.052,0.016,0.033
