,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1930-1939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1960-1969,1,2,31,2,28,21,23,10,15,12,4,9,13,18,15,6,6,12,7,6
1970-1979,5,2,70,2,54,34,52,21,37,29,0,16,11,21,11,8,4,17,17,5
1980-1989,6,7,54,19,31,43,36,26,40,20,5,27,27,16,20,7,7,23,17,3
1990-1999,41,29,23,36,22,9,17,18,24,16,21,27,20,20,23,27,11,13,10,11
2000-2009,57,48,1,40,5,1,5,9,2,15,15,2,11,16,10,12,17,2,7,22
2010-2019,87,60,1,41,3,2,1,20,1,7,27,2,14,4,9,6,17,1,0,6
2020-2029,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Total,198,149,180,142,144,110,134,104,120,99,73,83,97,96,88,67,62,69,58,54
