,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.5,0.061,0.251,0.116,0.0,0.001,0.003,0.0,0.001,0.022,0.0,0.001,0.017,0.001,0.004,0.0,0.0,0.0,0.019
1930-1939,0.0,0.442,0.066,0.266,0.129,0.0,0.0,0.006,0.0,0.004,0.021,0.0,0.004,0.025,0.002,0.005,0.0,0.0,0.0,0.03
1940-1949,0.0,0.454,0.051,0.248,0.155,0.0,0.0,0.005,0.0,0.003,0.027,0.0,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.025
1950-1959,0.0,0.308,0.041,0.259,0.21,0.0,0.0,0.017,0.0,0.011,0.052,0.0,0.005,0.048,0.0,0.006,0.0,0.0,0.0,0.043
1960-1969,0.0,0.295,0.037,0.241,0.198,0.0,0.0,0.021,0.0,0.006,0.042,0.001,0.015,0.116,0.003,0.001,0.0,0.0,0.0,0.024
1970-1979,0.0,0.256,0.028,0.249,0.192,0.0,0.0,0.032,0.0,0.014,0.042,0.002,0.023,0.111,0.002,0.002,0.0,0.0,0.0,0.046
1980-1989,0.0,0.303,0.017,0.174,0.199,0.0,0.0,0.017,0.0,0.012,0.05,0.0,0.05,0.12,0.0,0.008,0.0,0.0,0.0,0.05
1990-1999,0.0,0.185,0.037,0.119,0.215,0.0,0.0,0.007,0.0,0.022,0.089,0.0,0.059,0.178,0.03,0.007,0.0,0.0,0.0,0.052
2000-2009,0.0,0.237,0.0,0.132,0.145,0.0,0.0,0.013,0.0,0.053,0.105,0.013,0.079,0.145,0.026,0.013,0.0,0.0,0.0,0.039
2010-2019,0.0,0.273,0.045,0.091,0.182,0.0,0.0,0.0,0.0,0.045,0.068,0.0,0.045,0.091,0.091,0.023,0.0,0.0,0.0,0.045
2020-2029,,,,,,,,,,,,,,,,,,,,
Total,0.0,0.371,0.046,0.241,0.167,0.0,0.0,0.013,0.0,0.008,0.037,0.001,0.013,0.063,0.004,0.004,0.0,0.0,0.0,0.032
