,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.461,0.058,0.257,0.129,0.0,0.0,0.004,0.0,0.005,0.031,0.0,0.001,0.018,0.0,0.003,0.0,0.0,0.0,0.032
1930-1939,0.0,0.415,0.084,0.269,0.145,0.0,0.0,0.004,0.0,0.004,0.016,0.0,0.007,0.023,0.001,0.004,0.0,0.0,0.0,0.028
1940-1949,0.0,0.436,0.057,0.248,0.151,0.0,0.0,0.004,0.0,0.009,0.029,0.001,0.004,0.027,0.0,0.004,0.0,0.0,0.0,0.03
1950-1959,0.0,0.302,0.061,0.227,0.223,0.002,0.0,0.008,0.0,0.002,0.042,0.0,0.008,0.068,0.005,0.0,0.0,0.0,0.0,0.053
1960-1969,0.0,0.251,0.038,0.204,0.234,0.0,0.0,0.016,0.0,0.006,0.048,0.002,0.011,0.147,0.001,0.0,0.0,0.0,0.0,0.041
1970-1979,0.0,0.225,0.026,0.22,0.209,0.0,0.0,0.017,0.0,0.007,0.062,0.0,0.028,0.121,0.007,0.017,0.0,0.0,0.0,0.062
1980-1989,0.0,0.263,0.038,0.155,0.192,0.0,0.0,0.038,0.0,0.019,0.08,0.0,0.028,0.108,0.014,0.0,0.0,0.0,0.0,0.066
1990-1999,0.0,0.219,0.041,0.192,0.26,0.0,0.0,0.0,0.0,0.014,0.068,0.0,0.034,0.062,0.055,0.007,0.0,0.0,0.0,0.048
2000-2009,0.0,0.313,0.03,0.157,0.239,0.0,0.0,0.015,0.0,0.0,0.052,0.015,0.045,0.075,0.022,0.007,0.0,0.0,0.0,0.03
2010-2019,0.0,0.306,0.041,0.163,0.082,0.0,0.0,0.041,0.0,0.0,0.082,0.0,0.02,0.122,0.082,0.0,0.0,0.0,0.0,0.061
2020-2029,,,,,,,,,,,,,,,,,,,,
Total,0.0,0.355,0.055,0.233,0.179,0.0,0.0,0.009,0.0,0.006,0.039,0.001,0.011,0.063,0.005,0.004,0.0,0.0,0.0,0.039
