,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,47,3,29,21,0,0,0,0,1,1,0,0,2,0,0,0,0,0,3
1930-1939,0,101,11,60,28,0,0,1,0,1,5,0,1,5,1,3,0,0,0,4
1940-1949,0,103,7,66,47,0,0,2,0,0,8,0,0,8,0,2,0,0,0,13
1950-1959,0,93,10,69,63,0,0,4,0,2,8,0,1,21,0,1,0,0,0,11
1960-1969,0,122,12,108,77,0,0,8,0,3,25,0,4,46,1,3,0,0,0,15
1970-1979,0,76,6,72,63,0,0,7,0,2,20,0,9,30,1,0,0,0,0,10
1980-1989,0,44,3,32,33,0,0,4,0,1,15,0,5,35,10,0,0,0,0,10
1990-1999,0,20,1,18,14,0,0,1,0,2,5,1,2,13,2,1,0,0,0,2
2000-2009,0,15,3,9,8,0,0,1,0,0,3,0,2,8,2,1,0,0,0,1
2010-2019,0,7,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,628,56,464,355,0,0,28,0,12,91,1,24,169,17,11,0,0,0,69
