,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0
1930-1939,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0
1940-1949,,,,,,,,,,
1950-1959,0.111,0.222,0.111,0.111,0.0,0.0,0.0,0.444,0.0,0.0
1960-1969,0.012,0.004,0.123,0.348,0.132,0.006,0.09,0.141,0.066,0.079
1970-1979,0.021,0.006,0.175,0.177,0.174,0.019,0.134,0.097,0.089,0.109
1980-1989,0.038,0.028,0.156,0.118,0.186,0.032,0.123,0.084,0.114,0.121
1990-1999,0.148,0.124,0.118,0.079,0.081,0.114,0.061,0.108,0.095,0.072
2000-2009,0.301,0.248,0.102,0.028,0.014,0.198,0.024,0.038,0.034,0.013
2010-2019,0.408,0.288,0.062,0.007,0.01,0.136,0.029,0.025,0.028,0.007
2020-2029,0.531,0.156,0.062,0.062,0.0,0.062,0.0,0.0,0.094,0.031
Total,0.149,0.111,0.126,0.118,0.107,0.08,0.082,0.081,0.075,0.072
