,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,4,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1930-1939,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0
1940-1949,24,3,0,11,0,0,14,0,3,3,0,0,5,2,0,0,6,0,0,6,7,3,0,1,2,3,2,4,6,0,12,4,6,0,2,0,1,21,1,4,0,1,1,3,0,0,0,1,1,0
1950-1959,14,4,0,8,0,0,19,2,3,3,0,0,4,3,3,1,5,2,3,3,4,1,0,1,0,5,3,2,13,0,2,4,4,0,4,2,5,10,1,3,0,0,0,6,0,0,0,2,1,0
1960-1969,28,27,0,38,0,0,51,14,43,6,0,0,24,12,8,4,22,4,14,20,17,16,0,10,10,21,5,21,33,2,30,17,14,11,20,7,18,23,4,11,2,9,11,5,2,0,0,3,3,0
1970-1979,6,75,0,94,0,3,87,36,91,3,0,0,39,51,20,23,65,5,33,36,9,32,0,27,17,55,21,46,44,5,58,23,45,24,42,41,44,33,30,35,4,11,14,7,0,0,0,2,5,1
1980-1989,3,117,0,94,0,0,91,47,97,1,0,0,59,54,39,32,47,4,33,37,4,42,0,53,38,47,22,46,36,3,55,16,54,33,32,41,27,16,25,26,4,18,9,7,2,0,0,0,7,0
1990-1999,1,156,0,123,0,0,67,111,54,0,0,0,65,61,61,25,58,1,54,42,0,58,0,66,54,49,34,39,38,12,33,18,41,72,27,47,11,6,33,10,4,14,4,4,0,0,0,0,3,0
2000-2009,1,191,0,100,0,0,48,113,54,1,0,0,47,50,74,15,38,0,47,45,0,41,0,41,73,29,55,25,24,5,11,6,27,36,22,10,10,4,23,27,1,19,13,2,0,0,0,0,3,0
2010-2019,0,171,0,77,0,0,33,111,19,0,0,0,47,40,77,5,36,0,44,37,1,71,0,34,42,25,66,32,16,1,18,15,21,25,12,11,4,6,23,17,4,14,5,1,0,0,0,0,1,0
2020-2029,0,4,0,2,0,0,1,3,0,0,0,0,1,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Total,88,750,0,548,0,3,414,437,364,17,0,0,292,274,283,105,278,17,229,230,44,267,0,233,237,237,209,216,212,28,219,104,213,203,161,161,122,124,141,136,19,88,57,35,4,0,0,8,24,1
