,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1930-1939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1940-1949,,,,,,,,,,
1950-1959,,,,,,,,,,
1960-1969,0.027,0.054,0.0,0.162,0.243,0.027,0.0,0.027,0.459,0.0
1970-1979,0.156,0.031,0.0,0.156,0.156,0.062,0.031,0.062,0.344,0.0
1980-1989,0.25,0.162,0.0,0.088,0.038,0.025,0.038,0.125,0.25,0.025
1990-1999,0.242,0.212,0.004,0.054,0.104,0.004,0.012,0.188,0.117,0.062
2000-2009,0.28,0.28,0.0,0.016,0.035,0.035,0.004,0.169,0.122,0.059
2010-2019,0.417,0.245,0.0,0.0,0.017,0.066,0.017,0.123,0.089,0.026
2020-2029,0.5,0.167,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0
Total,0.298,0.223,0.001,0.037,0.061,0.037,0.014,0.147,0.142,0.042
