,0,1,2,3,4
1920-1929,0.318,0.006,0.665,0.005,0.006
1930-1939,0.481,0.004,0.497,0.008,0.009
1940-1949,0.452,0.017,0.47,0.033,0.028
1950-1959,0.461,0.021,0.407,0.058,0.053
1960-1969,0.302,0.096,0.314,0.122,0.166
1970-1979,0.133,0.211,0.15,0.209,0.296
1980-1989,0.119,0.257,0.102,0.229,0.293
1990-1999,0.047,0.361,0.059,0.255,0.279
2000-2009,0.031,0.391,0.044,0.241,0.293
2010-2019,0.019,0.416,0.022,0.224,0.319
2020-2029,0.0,0.2,0.0,0.2,0.6
Total,0.215,0.18,0.248,0.144,0.213
