,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,,,,,
1960-1969,0.188,0.158,0.248,0.149,0.257
1970-1979,0.123,0.198,0.167,0.213,0.3
1980-1989,0.079,0.264,0.113,0.241,0.303
1990-1999,0.066,0.337,0.05,0.264,0.283
2000-2009,0.038,0.356,0.032,0.25,0.324
2010-2019,0.047,0.418,0.021,0.214,0.3
2020-2029,0.0,0.7,0.1,0.0,0.2
Total,0.077,0.347,0.104,0.19,0.281
