,0,1,2,3,4
1920-1929,0.765,0.004,0.011,0.208,0.011
1930-1939,0.472,0.007,0.014,0.5,0.007
1940-1949,0.468,0.03,0.04,0.401,0.06
1950-1959,0.487,0.016,0.035,0.405,0.057
1960-1969,0.339,0.087,0.162,0.272,0.141
1970-1979,0.18,0.209,0.28,0.14,0.192
1980-1989,0.106,0.289,0.291,0.06,0.253
1990-1999,0.063,0.314,0.29,0.061,0.272
2000-2009,0.027,0.359,0.335,0.039,0.239
2010-2019,0.023,0.407,0.29,0.035,0.245
2020-2029,0.333,0.333,0.222,0.0,0.111
Total,0.237,0.193,0.211,0.184,0.175
