,0,1,2,3,4,5,6,7,8,9
1920-1929,0.323,0.0,0.006,0.284,0.0,0.032,0.013,0.181,0.0,0.161
1930-1939,0.37,0.003,0.007,0.259,0.0,0.039,0.0,0.19,0.003,0.128
1940-1949,0.274,0.002,0.004,0.376,0.017,0.049,0.011,0.153,0.015,0.1
1950-1959,0.262,0.018,0.018,0.302,0.01,0.052,0.01,0.146,0.022,0.16
1960-1969,0.208,0.053,0.063,0.195,0.037,0.115,0.047,0.123,0.063,0.098
1970-1979,0.107,0.112,0.119,0.086,0.108,0.147,0.111,0.069,0.1,0.04
1980-1989,0.057,0.161,0.142,0.064,0.135,0.141,0.131,0.033,0.106,0.03
1990-1999,0.046,0.19,0.165,0.024,0.149,0.108,0.159,0.019,0.118,0.022
2000-2009,0.025,0.207,0.189,0.016,0.204,0.102,0.105,0.019,0.118,0.014
2010-2019,0.013,0.174,0.235,0.029,0.182,0.084,0.128,0.007,0.143,0.004
2020-2029,0.0,0.4,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0
Total,0.153,0.12,0.104,0.149,0.076,0.088,0.083,0.085,0.072,0.069
