,0,1,2,3,4,5,6,7,8,9
1920-1929,0.007,0.142,0.006,0.217,0.207,0.002,0.003,0.374,0.038,0.004
1930-1939,0.007,0.144,0.0,0.193,0.304,0.0,0.001,0.314,0.036,0.0
1940-1949,0.03,0.117,0.015,0.127,0.26,0.012,0.023,0.351,0.048,0.016
1950-1959,0.033,0.139,0.012,0.153,0.316,0.019,0.012,0.258,0.05,0.008
1960-1969,0.062,0.086,0.046,0.121,0.192,0.059,0.05,0.217,0.117,0.049
1970-1979,0.1,0.056,0.119,0.064,0.069,0.114,0.103,0.112,0.148,0.116
1980-1989,0.108,0.029,0.139,0.038,0.085,0.135,0.122,0.068,0.133,0.143
1990-1999,0.103,0.021,0.191,0.024,0.025,0.177,0.13,0.026,0.117,0.186
2000-2009,0.107,0.012,0.16,0.018,0.023,0.191,0.131,0.02,0.113,0.224
2010-2019,0.096,0.007,0.149,0.01,0.027,0.252,0.14,0.016,0.086,0.218
2020-2029,0.148,0.0,0.111,0.0,0.0,0.481,0.037,0.0,0.0,0.222
Total,0.073,0.068,0.086,0.088,0.137,0.131,0.069,0.16,0.081,0.108
