,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.121,0.227,0.16,0.002,0.002,0.098,0.003,0.002,0.023,0.001,0.066,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.07,0.001,0.0,0.003,0.053,0.001,0.0,0.001,0.006,0.0,0.001,0.054,0.0,0.045,0.025,0.0,0.016,0.0,0.005,0.0,0.0,0.0,0.002,0.0,0.003,0.001,0.003,0.0,0.0,0.004,0.001,0.0
1930-1939,0.226,0.16,0.111,0.001,0.0,0.073,0.001,0.001,0.093,0.0,0.07,0.001,0.001,0.0,0.003,0.002,0.0,0.0,0.058,0.001,0.002,0.001,0.047,0.0,0.001,0.001,0.009,0.0,0.001,0.032,0.0,0.037,0.031,0.003,0.007,0.002,0.008,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.005,0.002,0.003,0.002,0.0,0.0
1940-1949,0.228,0.152,0.104,0.005,0.005,0.06,0.001,0.005,0.115,0.004,0.043,0.003,0.003,0.002,0.008,0.003,0.001,0.004,0.044,0.003,0.001,0.003,0.035,0.001,0.002,0.002,0.023,0.001,0.003,0.024,0.001,0.026,0.023,0.001,0.027,0.001,0.005,0.003,0.002,0.003,0.008,0.001,0.003,0.001,0.005,0.002,0.001,0.001,0.002,0.001
1950-1959,0.194,0.125,0.079,0.004,0.006,0.079,0.005,0.005,0.079,0.007,0.075,0.005,0.001,0.001,0.01,0.003,0.004,0.003,0.038,0.002,0.007,0.003,0.035,0.004,0.006,0.001,0.026,0.002,0.003,0.029,0.002,0.036,0.032,0.002,0.031,0.002,0.006,0.002,0.004,0.001,0.025,0.001,0.006,0.001,0.008,0.003,0.0,0.001,0.0,0.0
1960-1969,0.11,0.084,0.064,0.018,0.021,0.072,0.012,0.016,0.041,0.022,0.05,0.014,0.02,0.015,0.011,0.015,0.014,0.015,0.032,0.008,0.012,0.016,0.034,0.013,0.009,0.014,0.035,0.01,0.01,0.031,0.01,0.021,0.026,0.007,0.021,0.006,0.008,0.007,0.007,0.006,0.017,0.006,0.006,0.001,0.005,0.003,0.0,0.003,0.003,0.002
1970-1979,0.061,0.034,0.033,0.038,0.041,0.028,0.033,0.037,0.022,0.034,0.021,0.025,0.032,0.027,0.033,0.03,0.026,0.024,0.018,0.026,0.025,0.022,0.012,0.023,0.025,0.027,0.02,0.022,0.022,0.008,0.019,0.008,0.013,0.016,0.011,0.015,0.009,0.011,0.009,0.013,0.011,0.005,0.01,0.006,0.003,0.004,0.001,0.002,0.003,0.001
1980-1989,0.045,0.027,0.019,0.046,0.042,0.017,0.031,0.042,0.031,0.041,0.013,0.032,0.033,0.034,0.035,0.033,0.03,0.031,0.011,0.027,0.032,0.036,0.01,0.024,0.024,0.023,0.017,0.022,0.015,0.01,0.021,0.011,0.017,0.015,0.004,0.015,0.012,0.015,0.009,0.016,0.006,0.008,0.007,0.008,0.0,0.001,0.001,0.0,0.001,0.001
1990-1999,0.02,0.013,0.015,0.059,0.059,0.016,0.059,0.046,0.004,0.039,0.01,0.04,0.04,0.034,0.03,0.033,0.046,0.035,0.003,0.03,0.039,0.034,0.005,0.028,0.025,0.022,0.008,0.032,0.026,0.007,0.024,0.005,0.003,0.017,0.002,0.015,0.014,0.013,0.011,0.009,0.004,0.007,0.009,0.006,0.0,0.001,0.001,0.001,0.001,0.0
2000-2009,0.01,0.018,0.009,0.072,0.062,0.011,0.064,0.042,0.002,0.039,0.005,0.04,0.044,0.034,0.035,0.042,0.038,0.036,0.004,0.047,0.03,0.031,0.005,0.034,0.027,0.02,0.003,0.029,0.024,0.004,0.024,0.004,0.004,0.024,0.001,0.011,0.01,0.012,0.011,0.013,0.001,0.009,0.004,0.007,0.001,0.0,0.001,0.0,0.001,0.0
2010-2019,0.009,0.006,0.006,0.089,0.049,0.004,0.063,0.055,0.002,0.044,0.003,0.046,0.042,0.044,0.034,0.038,0.039,0.042,0.001,0.033,0.031,0.026,0.004,0.031,0.03,0.024,0.006,0.02,0.029,0.004,0.027,0.003,0.001,0.022,0.002,0.013,0.01,0.021,0.015,0.012,0.0,0.007,0.006,0.006,0.001,0.0,0.001,0.0,0.001,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
