,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,0.212,0.019,0.115,0.019,0.0,0.077,0.231,0.135,0.077,0.115
1950-1959,0.023,0.068,0.114,0.0,0.023,0.227,0.091,0.364,0.091,0.0
1960-1969,0.138,0.006,0.135,0.003,0.0,0.144,0.173,0.061,0.184,0.156
1970-1979,0.127,0.003,0.152,0.003,0.0,0.191,0.146,0.036,0.177,0.165
1980-1989,0.123,0.001,0.173,0.002,0.0,0.178,0.161,0.014,0.146,0.201
1990-1999,0.121,0.001,0.184,0.003,0.0,0.193,0.153,0.007,0.124,0.214
2000-2009,0.114,0.0,0.17,0.002,0.0,0.216,0.136,0.002,0.105,0.254
2010-2019,0.114,0.0,0.163,0.0,0.0,0.235,0.138,0.001,0.1,0.248
2020-2029,0.077,0.0,0.077,0.0,0.0,0.538,0.038,0.0,0.038,0.231
Total,0.116,0.011,0.143,0.004,0.003,0.222,0.141,0.069,0.116,0.176
