,0,1,2,3,4
1920-1929,0.073,0.542,0.271,0.065,0.049
1930-1939,0.085,0.467,0.335,0.062,0.05
1940-1949,0.106,0.445,0.3,0.079,0.07
1950-1959,0.163,0.32,0.34,0.084,0.093
1960-1969,0.176,0.238,0.27,0.129,0.187
1970-1979,0.222,0.172,0.179,0.167,0.26
1980-1989,0.25,0.11,0.15,0.218,0.271
1990-1999,0.266,0.077,0.101,0.319,0.237
2000-2009,0.246,0.057,0.083,0.397,0.216
2010-2019,0.224,0.056,0.073,0.403,0.244
2020-2029,0.133,0.06,0.06,0.443,0.304
Total,0.177,0.231,0.196,0.215,0.18
