,0,1,2,3,4
1920-1929,2535,18707,9354,2260,1687
1930-1939,3963,21853,15692,2923,2358
1940-1949,4196,17541,11823,3096,2748
1950-1959,7153,14009,14872,3659,4088
1960-1969,11022,14926,16901,8099,11749
1970-1979,16322,12635,13125,12250,19136
1980-1989,17522,7717,10535,15293,18944
1990-1999,17828,5151,6778,21397,15905
2000-2009,13720,3202,4611,22125,12056
2010-2019,10698,2663,3484,19253,11637
2020-2029,138,62,62,460,316
Total,105097,118466,107237,110815,100624
