,0,1,2,3,4
1920-1929,525,3143,1647,339,286
1930-1939,1063,5910,3191,724,813
1940-1949,1863,7417,6225,1169,1488
1950-1959,2600,6463,6697,1646,1879
1960-1969,7044,9719,9682,4438,7765
1970-1979,11845,8947,9822,9072,15030
1980-1989,14829,5962,8135,12433,16123
1990-1999,10916,2841,3613,10680,8720
2000-2009,8403,2037,2561,12959,6231
2010-2019,5675,1129,1588,8402,4517
2020-2029,41,17,29,168,133
Total,64804,53585,53190,62030,62985
